ID,condition,keyassignment,recallcollect,instructioncollect,trialcollect,correctcollect
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",J,J,1,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",D,D,1,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",S,S,1,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",L,L,1,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",L,L,1,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",L,K,1,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",L,J,1,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",L,S,1,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",J,S,1,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",D,F,1,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",S,L,1,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",L,J,1,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",J,J,2,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",D,D,2,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",S,S,2,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",F,L,2,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",L,L,2,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",L,K,2,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",L,J,2,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",L,S,2,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",L,S,2,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",L,F,2,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",L,L,2,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",J,J,2,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",J,J,3,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",D,D,3,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",S,S,3,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",F,L,3,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",L,L,3,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",L,K,3,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",L,J,3,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",K,S,3,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",J,S,3,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",D,F,3,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",S,L,3,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",L,J,3,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",J,J,4,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",D,D,4,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",S,S,4,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",L,L,4,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",L,L,4,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",L,K,4,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",L,J,4,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",K,S,4,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",J,S,4,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",S,F,4,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",L,L,4,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",L,J,4,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",J,J,5,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",D,D,5,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",S,S,5,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",F,L,5,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",L,L,5,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",J,K,5,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",S,J,5,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",L,S,5,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",J,S,5,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",D,F,5,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",S,L,5,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",F,J,5,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",J,J,6,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",J,D,6,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",S,S,6,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",L,L,6,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",K,L,6,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",L,K,6,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",J,J,6,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",S,S,6,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",L,S,6,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",J,F,6,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",L,L,6,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",L,J,6,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",J,J,7,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",S,D,7,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",S,S,7,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",F,L,7,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",L,L,7,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",J,K,7,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",L,J,7,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",J,S,7,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",J,S,7,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",S,F,7,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",S,L,7,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",F,J,7,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",J,J,8,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",D,D,8,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",S,S,8,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",L,L,8,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",L,L,8,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",K,K,8,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",J,J,8,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",S,S,8,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",S,S,8,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",F,F,8,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",L,L,8,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",J,J,8,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",J,J,9,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",S,D,9,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",S,S,9,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",F,L,9,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",L,L,9,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",J,K,9,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",J,J,9,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",J,S,9,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",D,S,9,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",S,F,9,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",L,L,9,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",L,J,9,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",J,J,10,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",S,D,10,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",L,S,10,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",L,L,10,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",K,L,10,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",J,K,10,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",S,J,10,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",S,S,10,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",F,S,10,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",L,F,10,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",J,L,10,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",S,J,10,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",J,J,11,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",J,D,11,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",F,S,11,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",L,L,11,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",J,L,11,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",D,K,11,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",S,J,11,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",L,S,11,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",L,S,11,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",K,F,11,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",J,L,11,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",S,J,11,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",J,J,12,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",D,D,12,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",S,S,12,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",L,L,12,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",L,L,12,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",J,K,12,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",S,J,12,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",F,S,12,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",L,S,12,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",J,F,12,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",S,L,12,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",L,J,12,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",J,J,13,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",D,D,13,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",S,S,13,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",L,L,13,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",L,L,13,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",K,K,13,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",J,J,13,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",S,S,13,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",S,S,13,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",F,F,13,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",L,L,13,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",J,J,13,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",J,J,14,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",D,D,14,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",S,S,14,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",L,L,14,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",L,L,14,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",K,K,14,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",J,J,14,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",S,S,14,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",S,S,14,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",F,F,14,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",L,L,14,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",J,J,14,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",J,J,15,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",J,D,15,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",S,S,15,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",S,L,15,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",F,L,15,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",J,K,15,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",S,J,15,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",S,S,15,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",F,S,15,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",J,F,15,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",D,L,15,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",J,J,15,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",J,J,16,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",D,D,16,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",S,S,16,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",L,L,16,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",L,L,16,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",K,K,16,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",J,J,16,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",S,S,16,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",S,S,16,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",F,F,16,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",L,L,16,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",J,J,16,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",J,J,17,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",D,D,17,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",S,S,17,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",L,L,17,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",L,L,17,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",K,K,17,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",J,J,17,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",S,S,17,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",S,S,17,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",F,F,17,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",L,L,17,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",J,J,17,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",J,J,18,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",D,D,18,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",S,S,18,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",L,L,18,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",F,L,18,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",L,K,18,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",L,J,18,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",K,S,18,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",J,S,18,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",S,F,18,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",D,L,18,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",S,J,18,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",J,J,19,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",D,D,19,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",S,S,19,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",L,L,19,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",J,L,19,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",L,K,19,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",K,J,19,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",L,S,19,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",J,S,19,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",D,F,19,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",S,L,19,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",L,J,19,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",J,J,20,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",S,D,20,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",L,S,20,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",K,L,20,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",J,L,20,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",S,K,20,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",S,J,20,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",F,S,20,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",L,S,20,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",J,F,20,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",S,L,20,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",S,J,20,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",J,J,21,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",D,D,21,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",S,S,21,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",L,L,21,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",L,L,21,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",J,K,21,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",J,J,21,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",D,S,21,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",L,S,21,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",J,F,21,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",L,L,21,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",S,J,21,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",J,J,22,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",D,D,22,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",S,S,22,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",L,L,22,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",L,L,22,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",K,K,22,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",J,J,22,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",S,S,22,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",S,S,22,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",F,F,22,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",L,L,22,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",J,J,22,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",J,J,23,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",D,D,23,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",S,S,23,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",L,L,23,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",L,L,23,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",K,K,23,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",J,J,23,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",S,S,23,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",S,S,23,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",F,F,23,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",L,L,23,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",J,J,23,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",J,J,24,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",S,D,24,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",S,S,24,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",F,L,24,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",J,L,24,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",D,K,24,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",S,J,24,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",L,S,24,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",L,S,24,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",K,F,24,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",J,L,24,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",S,J,24,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",J,J,25,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",D,D,25,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",S,S,25,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",L,L,25,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",L,L,25,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",K,K,25,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",J,J,25,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",S,S,25,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",S,S,25,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",F,F,25,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",L,L,25,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",J,J,25,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",J,J,26,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",D,D,26,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",S,S,26,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",L,L,26,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",L,L,26,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",K,K,26,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",J,J,26,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",S,S,26,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",S,S,26,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",F,F,26,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",L,L,26,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",J,J,26,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",J,J,27,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",D,D,27,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",S,S,27,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",L,L,27,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",L,L,27,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",K,K,27,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",J,J,27,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",S,S,27,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",S,S,27,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",F,F,27,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",L,L,27,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",J,J,27,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",J,J,28,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",J,D,28,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",D,S,28,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",S,L,28,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",L,L,28,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",L,K,28,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",K,J,28,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",J,S,28,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",S,S,28,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",J,F,28,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",S,L,28,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",S,J,28,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",J,J,29,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",D,D,29,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",S,S,29,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",L,L,29,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",L,L,29,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",K,K,29,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",J,J,29,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",S,S,29,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",L,S,29,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",L,F,29,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",S,L,29,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",L,J,29,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",J,J,30,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",S,D,30,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",S,S,30,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",F,L,30,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",L,L,30,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",J,K,30,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",J,J,30,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",D,S,30,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",S,S,30,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",L,F,30,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",L,L,30,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",K,J,30,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",J,J,31,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",D,D,31,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",S,S,31,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",L,L,31,1
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",J,L,31,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",D,K,31,0
1,ind,"['F', 'S', 'D', 'L', 'K', 'J']",S,J,31,0
